YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR
2002,Idaho,266.499769185748,Reading,8
2003,Wisconsin,266.468617636836,Reading,8
2003,Illinois,266.408968905567,Reading,8
2007,Colorado,266.407881623504,Reading,8
2000,South Carolina,266.353699525282,Mathematics,8
2013,New York,266.346063235407,Reading,8
2000,Georgia,266.332047317995,Mathematics,8
2017,Georgia,266.33044082589,Reading,8
2003,Louisiana,266.328359269062,Mathematics,8
2003,Nebraska,266.313690432675,Reading,8
2005,Wisconsin,266.228560789199,Reading,8
2007,Wyoming,266.22554358249,Reading,8
2017,Oregon,266.216684155209,Reading,8
2003,Kentucky,266.191435227824,Reading,8
2017,Missouri,266.035006915021,Reading,8
2003,Kansas,266.011689626198,Reading,8
2005,Delaware,266.00936537348,Reading,8
2007,Alabama,266.000109919931,Mathematics,8
2013,Delaware,265.984981498562,Reading,8
2013,Michigan,265.942963067388,Reading,8
2015,Ohio,265.879220258589,Reading,8
2011,Delaware,265.83947553632,Reading,8
2013,Florida,265.828297127322,Reading,8
2009,Wisconsin,265.812615742952,Reading,8
2017,District of Columbia,265.779770573735,Mathematics,8
2003,Arkansas,265.771589343076,Mathematics,8
2017,Rhode Island,265.767859953914,Reading,8
2003,Hawaii,265.728581015081,Mathematics,8
2007,Oregon,265.710210180337,Reading,8
2011,New York,265.69702830715,Reading,8
2009,Indiana,265.69124060951,Reading,8
2011,Illinois,265.643729382276,Reading,8
2009,Virginia,265.641981716133,Reading,8
2005,Hawaii,265.629319114115,Mathematics,8
2009,Utah,265.591577109328,Reading,8
2009,Colorado,265.51311994428,Reading,8
2017,Michigan,265.468927541301,Reading,8
2013,Tennessee,265.359504625647,Reading,8
2003,New York,265.329794503317,Reading,8
2002,Pennsylvania,265.320558357815,Reading,8
2013,District of Columbia,265.259365712508,Mathematics,8
2002,Kentucky,265.246740416014,Reading,8
2007,Maryland,265.240121492132,Reading,8
2011,Michigan,265.194041240472,Reading,8
2005,New York,265.138561817316,Reading,8
2017,Kentucky,265.133438043566,Reading,8
2011,Rhode Island,265.119556331117,Reading,8
2009,Oregon,265.08924671644,Reading,8
2017,North Dakota,265.081921805495,Reading,8
2015,Rhode Island,265.050857832059,Reading,8
2002,North Carolina,265.022858505901,Reading,8
2009,Mississippi,265.001958154729,Mathematics,8
2009,Delaware,264.998966063101,Reading,8
2007,Washington,264.947778144606,Reading,8
2002,Wyoming,264.938465791346,Reading,8
2007,Mississippi,264.890918700127,Mathematics,8
2009,Iowa,264.888126041644,Reading,8
2002,Indiana,264.888121113381,Reading,8
2007,Idaho,264.886342446047,Reading,8
2009,Idaho,264.837184984886,Reading,8
2003,Indiana,264.832532267553,Reading,8
2015,Tennessee,264.771228998921,Reading,8
2005,Colorado,264.758106095045,Reading,8
2011,Indiana,264.729844537772,Reading,8
2002,Michigan,264.72304587388,Reading,8
2005,Missouri,264.659368767086,Reading,8
2005,Washington,264.656551932316,Reading,8
2013,Georgia,264.615713463699,Reading,8
2011,Iowa,264.554527461826,Reading,8
2007,Delaware,264.544830664544,Reading,8
2013,North Carolina,264.540999710832,Reading,8
2003,Delaware,264.532051451005,Reading,8
2009,Illinois,264.514002261585,Reading,8
2015,Michigan,264.496755061626,Reading,8
2003,Washington,264.494066459256,Reading,8
2003,Idaho,264.439775716816,Reading,8
2003,Michigan,264.378292493388,Reading,8
2009,Florida,264.362040854787,Reading,8
2003,Utah,264.303442578174,Reading,8
2005,Idaho,264.301743791415,Reading,8
2009,New York,264.288057457975,Reading,8
2003,Pennsylvania,264.267365101484,Reading,8
2011,Oregon,264.225611626444,Reading,8
2007,Wisconsin,264.184509633385,Reading,8
2017,New York,264.15758419309,Reading,8
2007,Indiana,264.095960900362,Reading,8
2003,Oregon,264.025569883652,Reading,8
2005,Connecticut,264.012759246181,Reading,8
2002,New York,263.948636520536,Reading,8
2005,Kentucky,263.938418419941,Reading,8
2002,West Virginia,263.689781060585,Reading,8
2013,Texas,263.684137731278,Reading,8
2007,New York,263.54571646767,Reading,8
2005,Illinois,263.517029687837,Reading,8
2007,Missouri,263.442315999206,Reading,8
2000,Tennessee,263.436599688201,Mathematics,8
2015,Florida,263.383001406664,Reading,8
2002,Maryland,263.344864194438,Reading,8
2002,Utah,263.283637608256,Reading,8
2005,New Mexico,263.275162986677,Mathematics,8
2003,New Mexico,263.272906651625,Mathematics,8
2015,New York,263.247658592835,Reading,8
2005,Oregon,263.156890818544,Reading,8
2017,Delaware,263.089089818878,Reading,8
2015,District of Columbia,263.059776256545,Mathematics,8
2017,Arizona,262.957456729335,Reading,8
2011,North Carolina,262.928956255321,Reading,8
2007,Illinois,262.826617097915,Reading,8
2000,Hawaii,262.772560543574,Mathematics,8
2015,Arizona,262.769391809157,Reading,8
2017,North Carolina,262.720476897929,Reading,8
2015,Oklahoma,262.673145850428,Reading,8
2015,Delaware,262.613290731544,Reading,8
2017,California,262.520630021396,Reading,8
2005,Mississippi,262.456242710419,Mathematics,8
2011,Georgia,262.358643383963,Reading,8
2015,Georgia,262.268605314622,Reading,8
2007,Utah,262.228024678962,Reading,8
2005,Alabama,262.211100048323,Mathematics,8
2000,California,262.171026590943,Mathematics,8
2000,Alabama,262.15820551985,Mathematics,8
2011,Florida,262.121374840411,Reading,8
2002,Texas,262.100424202088,Reading,8
2017,Tennessee,262.046852903713,Reading,8
2002,Oklahoma,262.012002985815,Reading,8
2007,Kentucky,261.965950993654,Reading,8
2013,Arkansas,261.964490796451,Reading,8
2003,Alabama,261.939022225118,Mathematics,8
2013,Oklahoma,261.931495221637,Reading,8
2002,Rhode Island,261.903434341009,Reading,8
2009,Michigan,261.898150017122,Reading,8
2005,Utah,261.87087212251,Reading,8
2003,Oklahoma,261.719961000332,Reading,8
2003,North Carolina,261.71164481782,Reading,8
2013,Nevada,261.695982235772,Reading,8
2003,Maryland,261.595731939425,Reading,8
2013,California,261.502455658701,Reading,8
2013,South Carolina,261.449050699613,Reading,8
2011,Texas,261.428390874698,Reading,8
2000,Arkansas,261.363712665471,Mathematics,8
2011,Alaska,261.2852520164,Reading,8
2013,Alaska,261.256092625584,Reading,8
2017,Oklahoma,261.236933515587,Reading,8
2005,Michigan,261.138472348508,Reading,8
2002,Florida,261.053655909529,Reading,8
2005,Indiana,261.013686455544,Reading,8
2017,Hawaii,260.982318855375,Reading,8
2005,Rhode Island,260.968326762196,Reading,8
2009,Tennessee,260.946676191649,Reading,8
2003,Mississippi,260.911933580199,Mathematics,8
2003,Rhode Island,260.879572089782,Reading,8
2007,Texas,260.812919224922,Reading,8
2005,Maryland,260.78238344543,Reading,8
2015,Texas,260.655135980903,Reading,8
2015,North Carolina,260.594556550199,Reading,8
2011,District of Columbia,260.46687784992,Mathematics,8
2013,Arizona,260.448287236627,Reading,8
2009,Texas,260.368795018986,Reading,8
2017,Texas,260.342576542804,Reading,8
2015,South Carolina,260.331422813083,Reading,8
2007,Michigan,260.317706092973,Reading,8
2015,Alaska,260.317018773005,Reading,8
2011,South Carolina,260.307019898795,Reading,8
2002,Tennessee,260.276441370062,Reading,8
2009,Georgia,260.244524519648,Reading,8
2015,West Virginia,260.185272642999,Reading,8
2011,Arizona,260.148005213826,Reading,8
2002,Arkansas,260.134870734393,Reading,8
2011,Oklahoma,260.121264611744,Reading,8
2013,Hawaii,259.960569546835,Reading,8
2017,Arkansas,259.95579848311,Reading,8
2009,Rhode Island,259.885589729898,Reading,8
2000,New Mexico,259.844673042444,Mathematics,8
2017,Nevada,259.806407268129,Reading,8
2007,Florida,259.790720651776,Reading,8
2017,South Carolina,259.753002398086,Reading,8
2005,Oklahoma,259.631359955752,Reading,8
2003,West Virginia,259.564237912782,Reading,8
2007,Oklahoma,259.547225161046,Reading,8
2009,North Carolina,259.528486560755,Reading,8
2009,Oklahoma,259.495771007061,Reading,8
2009,Alaska,259.449426538116,Reading,8
2015,Nevada,259.417376365165,Reading,8
2011,Tennessee,259.208370713199,Reading,8
2007,Tennessee,259.161954905287,Reading,8
2011,Arkansas,259.140937770185,Reading,8
2007,North Carolina,259.136703088411,Reading,8
2005,Tennessee,259.072341834008,Reading,8
2015,California,258.986842564294,Reading,8
2000,Louisiana,258.98200182432,Mathematics,8
2007,Alaska,258.798455932602,Reading,8
2003,Texas,258.777257969241,Reading,8
2015,Arkansas,258.768267976658,Reading,8
2015,Alabama,258.753761500039,Reading,8
2005,Alaska,258.721274696008,Reading,8
2007,Georgia,258.70499279234,Reading,8
2017,West Virginia,258.700303604492,Reading,8
2011,Alabama,258.421090379483,Reading,8
2007,Rhode Island,258.321117711185,Reading,8
2011,Nevada,258.19326424884,Reading,8
2005,Texas,258.191597999486,Reading,8
2005,North Carolina,258.160185489234,Reading,8
2003,Tennessee,258.10836458389,Reading,8
2003,South Carolina,258.088991442805,Reading,8
2009,Arkansas,258.048580163614,Reading,8
2002,Georgia,258.005481643787,Reading,8
2003,Arkansas,257.998089007686,Reading,8
2007,Arkansas,257.96099580386,Reading,8
2003,Georgia,257.714824971911,Reading,8
2005,Arkansas,257.691731885046,Reading,8
2017,Alabama,257.686520320925,Reading,8
2017,Alaska,257.667496756549,Reading,8
2002,South Carolina,257.640782839043,Reading,8
2009,Arizona,257.595275452299,Reading,8
2013,Alabama,257.427838227608,Reading,8
2007,South Carolina,257.421202792973,Reading,8
2013,West Virginia,257.383509312362,Reading,8
2013,Louisiana,257.351242737394,Reading,8
2015,Hawaii,257.35043981355,Reading,8
2003,Florida,257.301319786896,Reading,8
2009,South Carolina,257.274184592561,Reading,8
2011,Hawaii,257.188010446519,Reading,8
2005,South Carolina,257.16910456442,Reading,8
2005,Georgia,256.872381537265,Reading,8
2017,Louisiana,256.751471206395,Reading,8
2002,Arizona,256.734911435366,Reading,8
2003,Alaska,256.409625298838,Reading,8
2017,Mississippi,256.344701137275,Reading,8
2002,Louisiana,256.268351413193,Reading,8
2011,West Virginia,256.106861556751,Reading,8
2013,New Mexico,255.870077046042,Reading,8
2011,New Mexico,255.86163460115,Reading,8
2005,Florida,255.779970004926,Reading,8
2017,New Mexico,255.578543060787,Reading,8
2015,Louisiana,255.469417777569,Reading,8
2003,Arizona,255.320115210993,Reading,8
2005,West Virginia,255.0733795631,Reading,8
2002,Mississippi,255.021192735284,Reading,8
2003,Mississippi,255.010828024612,Reading,8
2007,West Virginia,254.998552385478,Reading,8
2011,California,254.935218336086,Reading,8
2009,Alabama,254.89524659554,Reading,8
2007,Arizona,254.828792354004,Reading,8
2009,West Virginia,254.799747493408,Reading,8
2005,Arizona,254.787938225175,Reading,8
2009,Hawaii,254.738979931593,Reading,8
2011,Louisiana,254.688347843905,Reading,8
2009,New Mexico,254.129173669956,Reading,8
2000,Mississippi,254.033900269054,Mathematics,8
2009,Nevada,253.84095441963,Reading,8
2011,Mississippi,253.833440432713,Reading,8
2002,New Mexico,253.662756337578,Reading,8
2009,District of Columbia,253.595186871272,Mathematics,8
2003,Louisiana,253.448288243581,Reading,8
2009,Louisiana,253.329004007468,Reading,8
2007,Louisiana,253.238294281289,Reading,8
2015,New Mexico,253.227767643793,Reading,8
2003,Alabama,253.172593739071,Reading,8
2013,Mississippi,253.147818177655,Reading,8
2005,Nevada,252.86906252292,Reading,8
2005,Louisiana,252.691593269226,Reading,8
2009,California,252.631380782334,Reading,8
2002,Alabama,252.501705397306,Reading,8
2007,Nevada,252.348473866768,Reading,8
2003,Nevada,252.309915677623,Reading,8
2005,Alabama,251.978391189903,Reading,8
2015,Mississippi,251.976165209278,Reading,8
2007,Alabama,251.936881437536,Reading,8
2002,Hawaii,251.613131557334,Reading,8
2003,New Mexico,251.599155965354,Reading,8
2002,Nevada,251.363200981162,Reading,8
2007,Hawaii,251.330810691924,Reading,8
2009,Mississippi,251.305654614612,Reading,8
2007,California,251.287791535591,Reading,8
2003,Hawaii,251.284801856226,Reading,8
2005,New Mexico,251.033330748445,Reading,8
2003,California,251.007500405859,Reading,8
2007,New Mexico,250.75317445253,Reading,8
2005,Mississippi,250.530668896407,Reading,8
2002,California,250.450803271288,Reading,8
2005,California,250.431056381298,Reading,8
2007,Mississippi,250.063570104392,Reading,8
2005,Hawaii,248.505423021221,Reading,8
2007,District of Columbia,248.198742417967,Mathematics,8
2013,District of Columbia,247.739153738325,Reading,8
2015,District of Columbia,247.653444946724,Reading,8
2017,District of Columbia,246.78775540229,Reading,8
2005,District of Columbia,245.215780768922,Mathematics,8
2003,District of Columbia,243.059638247651,Mathematics,8
2009,District of Columbia,242.490424305314,Reading,8
2011,District of Columbia,242.056368171996,Reading,8
2007,District of Columbia,240.793624795109,Reading,8
2002,District of Columbia,239.810524714068,Reading,8
2003,District of Columbia,238.700733278197,Reading,8
2005,District of Columbia,238.20309296003,Reading,8
2000,District of Columbia,234.428798057957,Mathematics,8
